time,update_at,price
1622276383,1622275741090,14.69045093170756017082675943041242
1622276443,1622275741090,14.69045093170756017082675943041242
1622276503,1622275741090,14.69045093170756017082675943041242
1622276563,1622275741090,14.69045093170756017082675943041242
1622276623,1622275741090,14.69045093170756017082675943041242
1622276683,1622275741090,14.69045093170756017082675943041242
1622276743,1622275741090,14.69045093170756017082675943041242
1622276803,1622275741090,14.69045093170756017082675943041242
1622276863,1622275741090,14.69045093170756017082675943041242
1622276923,1622275741090,14.69045093170756017082675943041242
1622276983,1622275741090,14.69045093170756017082675943041242
1622277043,1622275741090,14.69045093170756017082675943041242
1622277103,1622275741090,14.69045093170756017082675943041242
1622277163,1622275741090,14.69045093170756017082675943041242
1622277223,1622275741090,14.69045093170756017082675943041242
1622277283,1622275741090,14.69045093170756017082675943041242
1622277343,1622275741090,14.69045093170756017082675943041242
1622277403,1622275741090,14.69045093170756017082675943041242
1622277463,1622275741090,14.69045093170756017082675943041242
1622277523,1622275741090,14.69045093170756017082675943041242
1622277546,1622275741090,14.69045093170756017082675943041242
1622277559,1622275741090,14.69045093170756017082675943041242
1622277589,1622275741090,14.69045093170756017082675943041242
1622277619,1622275741090,14.69045093170756017082675943041242
1622277651,1622277467498,14.55456772592885564637612451114091
1622277679,1622277467498,14.55456772592885564637612451114091
1622277709,1622277467498,14.55456772592885564637612451114091
1622277739,1622277467498,14.55456772592885564637612451114091
1622277769,1622277467498,14.55456772592885564637612451114091
1622277799,1622277467498,14.55456772592885564637612451114091
1622277829,1622277467498,14.55456772592885564637612451114091
1622277883,1622277467498,14.55456772592885564637612451114091
1622277943,1622277467498,14.55456772592885564637612451114091
1622278003,1622277467498,14.55456772592885564637612451114091
1622278063,1622277467498,14.55456772592885564637612451114091
1622278123,1622277467498,14.55456772592885564637612451114091
1622278183,1622277467498,14.55456772592885564637612451114091
1622278243,1622277467498,14.55456772592885564637612451114091
1622278303,1622277467498,14.55456772592885564637612451114091
1622278363,1622277467498,14.55456772592885564637612451114091
1622278423,1622277467498,14.55456772592885564637612451114091
1622278483,1622277467498,14.55456772592885564637612451114091
1622278543,1622277467498,14.55456772592885564637612451114091
1622278603,1622277467498,14.55456772592885564637612451114091
1622278663,1622277467498,14.55456772592885564637612451114091
1622278723,1622277467498,14.55456772592885564637612451114091
1622278783,1622277467498,14.55456772592885564637612451114091
1622278843,1622277467498,14.55456772592885564637612451114091
1622278903,1622277467498,14.55456772592885564637612451114091
1622278963,1622277467498,14.55456772592885564637612451114091
1622279023,1622277467498,14.55456772592885564637612451114091
1622279083,1622277467498,14.55456772592885564637612451114091
1622279143,1622277467498,14.55456772592885564637612451114091
1622279203,1622277467498,14.55456772592885564637612451114091
1622279263,1622277467498,14.55456772592885564637612451114091
1622279323,1622277467498,14.55456772592885564637612451114091
1622279383,1622277467498,14.55456772592885564637612451114091
1622279443,1622277467498,14.55456772592885564637612451114091
1622279503,1622277467498,14.55456772592885564637612451114091
1622279563,1622277467498,14.55456772592885564637612451114091
1622279623,1622277467498,14.55456772592885564637612451114091
1622279683,1622277467498,14.55456772592885564637612451114091
1622279743,1622277467498,14.55456772592885564637612451114091
1622279803,1622277467498,14.55456772592885564637612451114091
1622279863,1622277467498,14.55456772592885564637612451114091
1622279923,1622277467498,14.55456772592885564637612451114091
1622279983,1622277467498,14.55456772592885564637612451114091
1622280043,1622277467498,14.55456772592885564637612451114091
1622280103,1622277467498,14.55456772592885564637612451114091
1622280163,1622277467498,14.55456772592885564637612451114091
1622280223,1622277467498,14.55456772592885564637612451114091
1622280283,1622277467498,14.55456772592885564637612451114091
1622280343,1622277467498,14.55456772592885564637612451114091
1622280403,1622277467498,14.55456772592885564637612451114091
1622280463,1622277467498,14.55456772592885564637612451114091
1622280523,1622277467498,14.55456772592885564637612451114091
1622280583,1622277467498,14.55456772592885564637612451114091
1622280643,1622277467498,14.55456772592885564637612451114091
1622280703,1622277467498,14.55456772592885564637612451114091
1622280763,1622277467498,14.55456772592885564637612451114091
1622280823,1622277467498,14.55456772592885564637612451114091
1622280883,1622277467498,14.55456772592885564637612451114091
1622280943,1622277467498,14.55456772592885564637612451114091
1622281003,1622277467498,14.55456772592885564637612451114091
1622281054,1622277467498,14.55456772592885564637612451114091
1622281069,1622277467498,14.55456772592885564637612451114091
1622281099,1622277467498,14.55456772592885564637612451114091
1622281129,1622277467498,14.55456772592885564637612451114091
1622281159,1622277467498,14.55456772592885564637612451114091
1622281189,1622277467498,14.55456772592885564637612451114091
1622281219,1622277467498,14.55456772592885564637612451114091
1622281249,1622277467498,14.55456772592885564637612451114091
1622281280,1622281315260,14.55456772592885564637612451114091
1622281309,1622281315260,14.55456772592885564637612451114091
1622281338,1622281315260,14.55456772592885564637612451114091
1622281369,1622281315260,14.55456772592885564637612451114091
1622281399,1622281315260,14.55456772592885564637612451114091
1622281429,1622281315260,14.55456772592885564637612451114091
1622281459,1622281315260,14.55456772592885564637612451114091
1622281489,1622281315260,14.55456772592885564637612451114091
1622281519,1622281315260,14.55456772592885564637612451114091
1622281549,1622281315260,14.55456772592885564637612451114091
1622281579,1622281315260,14.55456772592885564637612451114091
1622281608,1622281315260,14.55456772592885564637612451114091
1622281638,1622281315260,14.55456772592885564637612451114091
1622281668,1622281315260,14.55456772592885564637612451114091
1622281698,1622281315260,14.55456772592885564637612451114091
1622281728,1622281315260,14.55456772592885564637612451114091
1622281803,1622281315260,14.55456772592885564637612451114091
1622281831,1622281315260,14.55456772592885564637612451114091
1622281880,1622281315260,14.55456772592885564637612451114091
1622281910,1622281315260,14.55456772592885564637612451114091
1622281940,1622281315260,14.55456772592885564637612451114091
1622281970,1622281315260,14.55456772592885564637612451114091
1622282015,1622281315260,14.55456772592885564637612451114091
1622282045,1622281315260,14.55456772592885564637612451114091
1622282076,1622281315260,14.55456772592885564637612451114091
1622282106,1622281315260,14.55456772592885564637612451114091
1622282136,1622281315260,14.55456772592885564637612451114091
1622282166,1622281315260,14.55456772592885564637612451114091
1622282196,1622281315260,14.55456772592885564637612451114091
1622282226,1622281315260,14.55456772592885564637612451114091
